locality,region,query_used,score,latitude,longitude,resolved_name,admin1,admin2,country,geocode_status
Губаха г,Пермский край,губаха,15.018889203324385,58.83862,57.55325,Губаха,Пермский край,,Россия,ok
Губино (Белавинское с/п) д,Московская обл,,,,,,,,,not_found
Губкин г,Белгородская обл,губкин,15.137367489182353,51.28375,37.5351,Губкин,Белгородская Область,,Россия,ok
Губкинский г,Ямало-Ненецкий АО,губкинский,14.992642252381865,64.434,76.50261,Губкинский,Ямало-Ненецкий АО,,Россия,ok
Гуково г,Ростовская обл,гуково,15.109862140819486,48.06212,39.9355,Гуково,Ростовская Область,,Россия,ok
Гулькевичи г,Краснодарский край,гулькевичи,15.046178819032631,45.35383,40.69465,Гулькевичи,Краснодарский край,,Россия,ok
Гурьевск г,Кемеровская область - Кузбасс обл,гурьевск,9.012667110305037,54.28409,85.94806,Гурьевск,Кузба́сс,,Россия,ok
Гурьевск г.,Калининградская обл,гурьевск,14.934792603492877,54.77323,20.60521,Гурьевск,Калининградская Область,,Россия,ok
Гусев г,Калининградская обл,гусев,15.026433876371827,54.59222,22.19972,Гусев,Калининградская Область,,Россия,ok
Гусино д,Смоленская обл,гусино,14.0,54.725,31.36778,Гусино,Смоленская Область,,Россия,ok
Гусь-Железный рп,Рязанская обл,,,,,,,,,not_found
Гусь-Хрустальный г,Владимирская обл,,,,,,,,,not_found
Давлеканово г,Башкортостан Респ,давлеканово,15.00838488559549,54.21761,55.03064,Давлеканово,Башкортостан,,Россия,ok
Давыдовка рп,Воронежская обл,давыдовка,14.867282848294767,51.15781,39.42915,Давыдовка,Воронежская Область,,Россия,ok
Давыдово (Давыдовское с/п) д,Московская обл,,,,,,,,,not_found
Давыдово д,Московская обл,давыдово,14.926926943950548,55.60859,38.86109,Давыдово,Московская область,,Россия,ok
Далматово г,Курганская обл,далматово,14.958376426587288,56.25958,62.93467,Далматово,Курганская Область,,Россия,ok
Дальнее Константиново рп,Нижегородская обл,дальнее константиново,14.84084937744929,55.80844,44.0889,Дальнее Константиново,Нижегородская Область,,Россия,ok
Данилов г,Ярославская обл,данилов,14.97296697362334,58.19077,40.17081,Данилов,Ярославская Область,,Россия,ok
Данки м,Московская обл,,,,,,,,,not_found
Данков г,Липецкая обл,данков,15.003950335645357,53.24976,39.14409,Данков,Липецкая Область,,Россия,ok
Дарна с,Московская обл,дарна,14.0,55.92888,36.93208,Дарна,Московская область,,Россия,ok
Даховская ст-ца,Адыгея Респ,,,,,,,,,not_found
Дворики д,Владимирская обл,дворики,8.0,54.96785,35.97295,Дворики,Калужская Область,Медынский Район,Россия,ok
Дворцы с,Калужская обл,дворцы,14.73085427975392,54.61677,35.9974,Дворцы,Калужская Область,,Россия,ok
Двубратский п,Краснодарский край,двубратский,14.923727437321627,45.23888,39.80499,Двубратский,Краснодарский край,,Россия,ok
Двуреченск п,Свердловская обл,двуреченск,14.854130026675946,56.5982,61.0953,Двуреченск,Свердловская Область,,Россия,ok
