Precatalyst,Cocatalyst,ratio,solvent,T,P,time,Activity,C4,C6,C8,1-C4,1-C6,Precatalyst_metal,ligand_type
C1C=CC2N3[Ni](Br)(Br)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,323.15,10.0,0.5,227000.0,38.7,7.6,53.7,,,Ni,"(N,N)"
C1C=CN2[Ni]345([OH+]CC[NH+]3CC3C=CC=CN=34)[NH+](CC[OH+]5)CC=2C=1,MAO,1000.0,Cc1ccccc1,303.15,10.0,1.0,1960000.0,72.0,18.0,10.0,86.0,56.0,Ni,"(N,N,N,N,O,O)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N(C4C=CC=CC=4C)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,810000.0,9.8,,,,,Fe,"(N,N,N)"
C1C=CN2[Ni](C3C(C)=CC(C)=CC=3C)(Br)N3=CC=CC=C3C=2C=1,MMAO-12,100.0,Cc1ccccc1,299.65,20.0,0.5,3918585.0,51.0,27.0,12.0,,,Ni,"(C,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,500.0,Cc1ccccc1,323.15,5.0,0.5,2780000.0,10.2,18.8,,,,Ni,"(N,N)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C,MMAO,1576.9230769230767,Cc1ccccc1,303.15,9.0,1.0,465630.0,71.0,29.0,0.0,41.0,,Ni,"(N,P)"
N12CN3C(C)=C(Br)C(C)=N3[Ni](Br)(Br)N1=C(C)C(Br)=C2C,EASC,150.0,Cc1ccccc1,303.15,3.8,0.5,1209000.0,89.7,9.5,,39.8,21.8,Ni,"(N,N)"
C12=CC(C(C)(C)C)=CC(C(C)(C)C)=C1O[Cr]1(Cl)(Cl)(O3CCCC3)[NH+](CCN1=C2)C1=CC=CC=C1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,987360.0,20.6,23.6,20.2,91.0,96.8,Cr,"(N,N,O,O)"
C1C=CC(CC)=C(N2[Ni]3(Br)(Br)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1CC,DEAC,300.0,Cc1ccccc1,313.15,10.0,0.5,1570000.0,90.7,5.7,,80.5,,Ni,"(N,N,N)"
C1=C2N([Ni]([P+](C2C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)(Cl)Cl)=CC=C1,MAO,400.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,286110.0,81.0,16.0,2.0,,,Ni,"(N,P)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCCCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCCCCCC3)=O)OC=2C=C1,DEAC,500.0,Cc1ccccc1,298.15,5.0,0.5,492000.0,87.6,7.33,1.81,,,Ni,"(N,N,O,O)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,"MAO,PPh3",200.0,Cc1ccccc1,298.15,1.0,0.5,173000.0,90.67,9.33,,,,Ni,"(N,P)"
C1=C2N([Ni]([P+](C2)(C2=CC=CC=C2)C2=CC=CC=C2)(Cl)Cl)=CC=C1,EADC,2.0,Clc1ccccc1,300.65,10.0,0.5833333333333334,572220.0,87.0,12.0,1.0,17.0,,Ni,"(N,P)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,MMAO,2500.0,Cc1ccccc1,333.15,5.0,0.5,1490000.0,5.2,90.0,,,,Ni,"(N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,134000.0,49.2,25.8,24.9,,,Cr,"(N,N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C5C=CC=CC=5)=N3C3C(CC)=CC=CC=3CC)C=CC3C=CC=1C=2C=34,MAO,500.0,Cc1ccccc1,313.15,10.0,1.0,1039999.9999999999,97.0,3.0,0.0,,,Co,"(N,N,N)"
C1C(C)=CC(C)=C(N2=C(C)C3N4[Ni]2(Br)(Br)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,700.0,Cc1ccccc1,323.15,10.0,0.5,840000.0,98.9,1.1,,,,Ni,"(N,N,N)"
C1C2C(=N(C3C(C(C)C)=CC=CC=3C(C)C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,1450000.0,94.6,5.4,,77.9,,Ni,"(N,N,N)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,500.0,Cc1ccccc1,333.15,1.0,0.5,358000.0,95.1,4.9,,,,Ni,"(N,N)"
C1C=CC2N3[Co](Cl)(Cl)N4=C(C)C=CC=C4C=3NC=2C=1,DEAC,200.0,Cc1ccccc1,293.15,20.0,0.5,282000.0,70.5,29.5,,,,Co,"(N,N)"
C1C(C)=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,MAO,1000.0,Cc1ccccc1,298.15,20.0,0.5,1180000.0,85.34,9.31,,,,Ni,"(N,P)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7N(CC7C=CC=CC=7)C=6C(=CC=1)N5=C2C=34,DEAC,200.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,900000.0,95.5,4.5,,85.3,,Ni,"(N,N,N)"
C1(Cl)C=C2C3=N([Ni]4(OC2=C(Cl)C=1)OC1=C(Cl)C=C(Cl)C=C1C1=N4C2C=CC=CC=2N1C(C)C)C1C=CC=CC=1N3C(C)C,DEAC,200.0,Cc1ccccc1,293.15,1.0,0.08333333333333333,336000.0,95.4,4.6,,,,Ni,"(N,N,O,O)"
C12C(C)=N(C3C=CC=CC=3)[Fe]3(Cl)(Cl)(Cl)N=1C(C(=N3C1C=CC=CC=1)C)=CC=C2,MAO,2500.0,Cc1ccccc1,333.15,10.0,1.0,1377603.5502958582,29.3,49.5,14.7,98.9,49.3,Fe,"(N,N,N)"
C1C=CC2N3[Fe](Cl)(Cl)N4=C(C)C=CC=C4C=3NC=2C=1,MMAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,171999.99999999997,81.4,18.6,,,,Fe,"(N,N)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N(C2C(C)=CC=CC=2C)=C(C)C=4C=CC=3)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,200.0,Cc1ccccc1,313.15,10.0,0.5,412000.0,95.7,4.3,,90.1,,Ni,"(N,N,N)"
C1=CC=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1800.0,Cc1ccccc1,293.15,30.0,0.33,1320000.0,90.1,9.9,,78.0,,Co,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,500.0,Cc1ccccc1,293.15,5.0,0.5,1380000.0,29.5,22.6,,,,Ni,"(N,N)"
C1C(C)=CC(C)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,700.0,Cc1ccccc1,303.15,10.0,0.33,4200000.0,99.7,0.3,,,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(F)=CC=3)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,10600000.0,26.2,34.7,39.1,,,Fe,"(N,N,N)"
C12C(O[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Cl)(Cl)N=1C(C)(C)CO2)(C)C,EADC,2.0,Clc1ccccc1,300.65,19.0,0.5833333333333334,1245420.0000000002,81.0,18.0,1.0,14.0,,Ni,"(N,P)"
C1C2C(OCC)=O[Ni]3(Br)(Br)N(C4C(F)=CC=CC=4F)=C(C)C(=CC=1)N=23,MAO,1000.0,Cc1ccccc1,288.15,1.0,0.5,40800.0,87.86,1.66,,,,Ni,"(N,N,O)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC=CC=3C)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,158000.0,100.0,0.0,,,,Co,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCN2[Fe]3(OC4C=CC=CC=4C=N3CCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,CC1CCCCC1,298.15,5.0,0.5,31400.000000000004,76.57,11.19,10.28,,,Fe,"(N,N,O,O)"
C1C=CC(OC)=C(OCCN2[Ni](Cl)(Cl)OC3=CC(OC)=CC=C3C=2)C=1,MAO,300.0,Cc1ccccc1,323.15,20.0,0.5,101000.0,83.65,8.22,1.54,,,Ni,"(N,O)"
C1C=CN2[Ni](C3C(C)=CC(C)=CC=3C)(Br)N3=C(C)C=CC4C=CC=1C=2C=43,EASC,100.0,Cc1ccccc1,299.65,20.0,0.5,2213145.0,77.0,12.0,,,,Ni,"(C,N,N)"
C12C(C)=N(C3C=C(C(C)(C)C)C=C(C(C)(C)C)C=3)[Fe]3(Cl)(Cl)(Cl)N=1C(C(=N3C1C=C(C(C)(C)C)C=C(C(C)(C)C)C=1)C)=CC=C2,MAO,2500.0,Cc1ccccc1,333.15,10.0,1.0,7412176.165803108,41.1,45.9,11.4,99.9,70.0,Fe,"(N,N,N)"
C1C(Br)=N2[Ni](Br)(Br)N3=C(C)C=C(C)N3C2=CC=1,MAO,1000.0,Cc1ccccc1,304.65,20.0,1.0,1400000.0,79.0,11.0,7.0,89.0,56.0,Ni,"(N,N)"
C1C=CC2N3[Fe](Cl)(Cl)N4=C(C)C=CC=C4C=3NC=2C=1,DEAC,500.0,Cc1ccccc1,293.15,20.0,0.5,112000.00000000003,58.7,41.3,,,,Fe,"(N,N)"
C1C(C)=CC(C)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,800.0,Cc1ccccc1,303.15,10.0,0.5,660000.0,96.0,4.0,,,,Ni,"(N,N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,5.0,0.5,1120000.0,14.4,85.6,,94.6,51.0,Ni,"(N,N)"
N12CC3C=CC=CN=3[Ni]3(Cl)(Cl[Ni]4(Cl)(Cl3)N3C=CC=CC=3CN3N4=C(C)C=C3C)N1=C(C)C=C2C,EADC,250.0,Cc1ccccc1,329.15,20.0,0.25,4872000.0,74.0,24.0,2.0,,,Ni,"(N,N)"
C1C=C2C3=N([Ni]4(OC2=CC=1)OC1=CC=CC=C1C1=N4C2C=C(C)C(C)=CC=2N1)C1C=C(C)C(C)=CC=1N3,DEAC,200.0,Cc1ccccc1,293.15,1.0,0.5,200000.0,92.8,7.2,,,,Ni,"(N,N,O,O)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,MMAO,2500.0,Cc1ccccc1,293.15,5.0,0.5,1520000.0,9.7,81.3,,,,Ni,"(N,N)"
C1C(C)(C)N2[Ni](Cl)(Cl)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)OC(C)(C)C=2O1,EADC,1.3,Cc1ccccc1,303.15,10.0,0.5833333333333334,681615.0,91.0,9.0,0.0,17.0,,Ni,"(N,P)"
N12CN3C4C=CC=CC=4C=N3[Ni](Br)(Br)N1=CC1C=CC=CC2=1,DEAC,150.0,Cc1ccccc1,303.15,3.8,0.5,1710000.0,91.2,8.8,,25.4,17.0,Ni,"(N,N)"
C1C(C)=C(N2[Ni]3(Cl)(Cl[Ni]4(Cl3)N3C5C(C(C)(C)CC=5C=CC=3C3C=CC=CC=3)=N4C3C(C)=CC=CC=3C)N3C4C=2C(C)(C)CC=4C=CC=3C2C=CC=CC=2)C(C)=CC=1,MAO,2000.0,Cc1ccccc1,303.15,10.0,0.5,2239610.4,96.6,3.4,0.0,87.5,,Ni,"(N,N)"
C1C(Br)=N2[Ni](Br)(Br)N3=C(C)C=C(C)N3C2=CC=1,MAO,500.0,Cc1ccccc1,304.65,10.0,1.0,400000.0,89.0,6.0,3.0,92.0,58.0,Ni,"(N,N)"
C1C=CC=C([NH+]2[Cr]3(Cl)(Cl)(O4CCCC4)N4C=CC=C4C=N3CC2)C=1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,1318350.0,67.6,16.2,4.6,97.2,88.9,Cr,"(N,N,N,O)"
N12CCO3[Cr](Cl)(Cl)(Cl)(N4=C(C5C=CC=CC=5)C=CN4CC3)N1=C(C1C=CC=CC=1)C=C2,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,748935.0,10.4,15.5,15.9,97.4,95.1,Cr,"(N,N,O)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Br)(Br)N=2C(C(C)=N3C2C(C)=CC=CC=2C)=CC=1,"CC[Al](Cl)CC,PPh3",700.0,Cc1ccccc1,293.15,1.0,0.5,850000.0,96.2,3.8,,,,Ni,"(N,N,N)"
C1=C2CP(C3C=CC=CC=3)(C3C=CC=CC=3)=O[Fe]3(Cl)(Cl)N4=C(C)C=C(C)N4CC(C=C1)=N23,EADC,250.0,Clc1ccccc1,303.15,10.0,1.0,259999.99999999997,84.0,16.0,,15.0,,Fe,"(N,N,O)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(C(C)C)=CC=CC=3)C=CC3C=CC=1C=2C=34,EADC,200.0,Cc1ccccc1,293.15,1.0,0.5,81700.0,100.0,,,99.0,,Fe,"(N,N,N)"
C1(=C(C(C)C)C=CC=C1C(C)C)[N+]1=C(C2=CC=CC=C2)N(C2=C(C(C)C)C=CC=C2C(C)C)[Ni]1([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,MAO,600.0,Cc1ccccc1,293.15,0.5,0.5,129030.0,63.4,36.0,,,,Ni,"(C,N,N,P)"
C1C=CC=C2N3[Ni]4(Br[Ni]5(Br)(N6C7C=CC=CC=7N=CC=6C6N5=CC=CC=6)Br4)(Br)N4=CC=CC=C4C=3C=NC=12,MAO,1000.0,Cc1ccccc1,278.15,1.0,0.5,110000.00000000001,85.2,14.8,,100.0,26.8,Ni,"(N,N)"
[P+]1([Cr]2(O(CC)CC3=CC=CC=C3[P+]2(C2C=CC=CC=2)C2C=CC=CC1=2)(Cl)(Cl)Cl)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,730.0,Cc1ccccc1,358.15,20.0,0.5,1731600.0000000002,0.7,90.0,4.0,,97.3,Cr,"(O,P,P)"
C1=C2CP(C3C=CC=CC=3)(C3C=CC=CC=3)=O[Ni]3(Br)(Br)N4=C(C)C=C(C)N4CC(C=C1)=N23,EADC,250.0,Clc1ccccc1,303.15,10.0,1.0,500000.0,87.0,13.0,,21.0,,Ni,"(N,N,O)"
S(CCCN1[P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni](Cl)(Cl)[S+]=P1(C1C=CC=CC=1)C1=CC=CC=C1)C,EADC,3.0,Clc1ccccc1,302.15,10.0,0.58,134640.0,70.0,21.0,7.0,,,Ni,"(P,S)"
C1N=C2C3N=CC=CC=3/C(=N3/NC(=O[Ni]4/3(/N(=C3\C5C=CC=NC=5C5N=CC=CC\3=5)/NC(C3C=CC=CC=3)=O4)(Cl)Cl)C3C=CC=CC=3)/C2=CC=1,MAO,1000.0,Cc1ccccc1,273.15,1.0,0.5,55000.0,84.5,15.5,0.0,100.0,0.0,Ni,"(N,N,O,O)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,200.0,Cc1ccccc1,303.15,5.0,0.5,640000.0,31.1,45.8,,,,Ni,"(N,N)"
N12[Ni]3(Cl)[NH+](CCN3=CC1=CC=C2C(C)(C)C)C1C=CC=CC=1,EASC,250.0,Cc1ccccc1,303.15,20.0,0.33,816255.0,97.1,2.9,,83.0,43.0,Ni,"(N,N,N)"
C1C=CC=C2N3[Ni]4(Cl[Ni]5(Cl)(N6C7C=CC=CC=7N=CC=6C6N5=CC=CC=6)Cl4)(Cl)N4=CC=CC=C4C=3C=NC=12,MAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,440000.00000000006,88.7,11.3,,100.0,17.9,Ni,"(N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.25,931000.0,36.7,9.7,53.6,,,Ni,"(N,N)"
C1=CC=N2[Fe]3(Cl)(Cl)N4C5C=CC=CC=5OC=4C4C=CC5=CC=C1C2=C5N=43,MMAO,800.0,Cc1ccccc1,333.15,1.0,0.33,21200.0,98.3,1.7,,25.6,,Fe,"(N,N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,10.0,0.08,11600000.0,16.1,83.9,,86.1,49.5,Ni,"(N,N)"
C(N(CCC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2)C1CCCCC1)CC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2,MAO,700.0,Cc1ccccc1,328.15,40.0,0.5,181000.0,60.43,17.11,14.56,,,Ni,"(N,N)"
C1(Cl)C=C2C3=N([Ni]4(OC2=C(Cl)C=1)OC1=C(Cl)C=C(Cl)C=C1C1=N4C2C=CC=CC=2N1C(C)C)C1C=CC=CC=1N3C(C)C,DEAC,200.0,Cc1ccccc1,333.15,1.0,0.5,5600.0,100.0,0.0,,,,Ni,"(N,N,O,O)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3CC,DEAC,208.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,3200000.0,97.0,3.0,,87.2,,Ni,"(N,N,N)"
C1C(C)=N2[Ni](Cl)(Cl)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,198000.0,100.0,0.0,,,,Ni,"(N,N)"
N12[Ni]3(Cl)O(CCN3=CC1=CC=C2)C1C=CC=CC=1,EASC,250.0,Cc1ccccc1,303.15,20.0,0.33,1220175.0,97.4,2.6,,85.0,30.0,Ni,"(N,N,O)"
C1C2C(=N(C3C(C(C)C)=CC=CC=3C(C)C)[Ni]3(Br)(Br)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,831000.0,94.6,5.4,,81.7,,Ni,"(N,N,N)"
C1=CC=N2[Ni]3(Cl)(Cl)N4CCOC=4C4C=CC5=CC=C1C2=C5N=43,DEAC,200.0,Cc1ccccc1,293.15,10.0,0.33,3110000.0,95.8,4.2,,44.2,,Ni,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,300.0,Cc1ccccc1,298.15,5.0,0.5,98000.0,29.3,9.32,50.31,,,Ni,"(N,N,O,O)"
C12=CC(C(C)(C)C)=CC(C(C)(C)C)=C1O[Cr]1(Cl)(Cl)(N3=CC=CC4=CC=CC(=C34)N1=C2)O1CCCC1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,816255.0,18.9,19.7,18.8,91.5,96.7,Cr,"(N,N,O,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=CC4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,735000.0,42.1,31.1,26.8,,,Cr,"(N,N,N)"
C1C=CC(C(C)C)=C(C2N3[Ni](Cl)(Cl)[P+](C4C=CC=CC=4)(C4C=CC=CC=4)CC=3C=CC=2)C=1C(C)C,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1711050.0,77.0,22.0,1.0,10.0,,Ni,"(N,P)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C,MMAO,209.52380952380955,Cc1ccccc1,273.15,5.0,1.0,415140.0,83.0,12.0,5.0,8.0,,Ni,"(N,P)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(C)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MMAO,200.0,Cc1ccccc1,293.15,30.0,0.5,1130000.0,45.1,18.3,11.4,,,Fe,"(N,N,N)"
C1C(C)=CC(C)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,400.0,Cc1ccccc1,303.15,10.0,0.5,540000.0,96.5,3.5,,,,Ni,"(N,N,N)"
C1C(O)=CC2O[Ni]34OC5=CC(O)=CC=C5C=N3CCCCN4=CC=2C=1,MAO,500.0,Cc1ccccc1,298.15,3.0,0.5,76900.0,14.45,30.52,22.12,,,Ni,"(N,N,O,O)"
N12CC3C=CC=C4CN5N(=C(C)C=C5C)[Ni](Br)(Br)(N1=C(C)C=C2C)N=34,EADC,250.0,Cc1ccccc1,316.15,20.0,1.0,3306000.0,48.0,27.0,25.0,,,Ni,"(N,N,N)"
C1C2C(=N(C3C(C)=CC=CC=3C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,MAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,21000.0,98.5,1.5,,93.7,,Ni,"(N,N,N)"
C1(=O[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,DEAC,50.0,Cc1ccccc1,293.15,20.0,0.5,108000.0,33.8,66.2,,,,Fe,"(N,N,O)"
C1=CC(N2[P+](C3=CC=CC=C3)(C3=CC=CC=C3)[Ni](Cl)(Cl)[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1SC,EADC,10.0,Clc1ccccc1,303.15,10.0,1.0,1925032.0,68.0,26.0,5.0,1.0,,Ni,"(P,P)"
C1C=C(C)N2[Ni](C3C(C)=CC(C)=CC=3C)(Br)N3=C(C)C=CC4C=CC=1C=2C=43,DEAC,100.0,Cc1ccccc1,299.65,20.0,0.5,2889150.0,96.0,4.0,,,,Ni,"(C,N,N)"
CC(C)CN1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Cr]2(Cl[Cr]3(Cl)(Cl)([P+](N(CC(C)C)[P+]3(C3C=CC=CC=3)C3C=CC=CC=3)(C3C=CC=CC=3)C3C=CC=CC=3)Cl2)(Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1,MAO,800.0,Cc1ccccc1,318.15,45.0,0.5,10800400.0,,17.1,70.2,,36.2,Cr,"(P,P)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(Cl)=CC=3F)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,1039999.9999999999,42.1,44.0,13.9,,,Fe,"(N,N,N)"
C1CC[P+]([Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH2+]1)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,600.0,Cc1ccccc1,318.15,45.0,0.78,23826400.0,,24.5,68.1,,93.2,Cr,"(N,O,P)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2[Ni]3(Br)(Br)N(C4C(C)=CC(C)=CC=4C)=C(C)C4C=CC=C(N=43)C=2C)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,200.0,Cc1ccccc1,298.15,10.0,0.5,67200.0,98.6,1.4,,98.0,,Ni,"(N,N,N)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,250.0,Cc1ccccc1,293.15,1.0,0.5,30000.0,93.7,6.3,,,,Ni,"(N,N)"
C1C=CN2[Ni]34(Br)([NH+](CCOC)CC5C=CC=CN=53)[NH+](CCO4C)CC=2C=1,MAO,1000.0,Cc1ccccc1,303.15,10.0,1.0,1700000.0,74.0,16.0,10.0,88.0,51.0,Ni,"(N,N,N,N,O)"
C1C=CC(CC)=C(N2=C(C)C3N4[Co]2(Cl)(Cl)N2C5C=CC=CC=5OC=2C=4C=CC=3)C=1CC,MAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,91000.0,100.0,0.0,,99.4,,Co,"(N,N,N)"
[P+]1(C2C=CC=CC=2)(C2C=CC=CC=2)[Ni]2(O=P(OCC)(OCC)C(C3C=CC=CC=3)[P+]2(C2C=CC=CC=2)C2C=CC=CC=2)O=P(OCC)(OCC)C1C1C=CC=CC=1,EADC,6.0,Cc1ccccc1,296.15,10.0,0.58,687786.0,87.0,13.0,0.0,20.0,5.0,Ni,"(O,O,P,P)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Br)(Br)N=2C(C(C)=N3C2C(CC)=CC=CC=2CC)=CC=1,"CC[Al](Cl)CC,PPh3",700.0,Cc1ccccc1,293.15,1.0,0.5,610000.0,97.6,2.4,,,,Ni,"(N,N,N)"
C1(=N(C2C(C)=CC=CC=2C)[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MMAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,1640000.0000000002,42.5,21.0,13.7,,,Fe,"(N,N,N)"
N1(C2CCCC2)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.5,94000000.0,83.8,16.2,,34.4,8.0,Ni,"(P,P)"
S(CCCN1[P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni](Cl)(Cl)[S+]=P1(C1C=CC=CC=1)C1=CC=CC=C1)C,EADC,40.0,Clc1ccccc1,302.15,10.0,0.58,2835855.0,66.0,26.0,5.0,,,Ni,"(P,S)"
C1=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni]2([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=CC=C1,EADC,10.0,Not_defined,285.15,1.0,0.4,235640.34999999995,71.0,20.8,8.2,0.0,,Ni,"(C,C,P,P)"
